,seller_id,product_category_name,antecipacao_entrega,order_item_id,review_score
43,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,8,4.0,1.0
44,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,9,1.0,5.0
45,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,9,2.0,1.0
46,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,10,1.0,4.0
47,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,10,2.0,5.0
48,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,11,1.0,5.0
49,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,12,1.0,4.0
50,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,12,2.0,4.0
51,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,13,1.0,5.0
52,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,13,2.0,5.0
53,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,14,1.0,5.0
54,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,14,2.0,5.0
55,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,15,1.0,4.0
56,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,15,2.0,1.0
57,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,15,3.0,1.0
58,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,16,1.0,5.0
59,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,16,2.0,5.0
60,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,17,1.0,4.5
61,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,18,1.0,4.0
62,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,18,2.0,4.5
63,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,19,1.0,5.0
64,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,19,2.0,5.0
65,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,20,1.0,5.0
66,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,21,1.0,5.0
67,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,23,1.0,5.0
68,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,24,1.0,5.0
69,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,25,1.0,4.0
70,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,25,2.0,2.5
71,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,25,3.0,4.0
72,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,25,4.0,4.0
73,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,25,5.0,4.0
74,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,27,1.0,5.0
75,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,29,1.0,3.0
76,001cca7ae9ae17fb1caed9dfb1094831,ferramentas_jardim,33,1.0,5.0
77,001e6ad469a905060d959994f1b41e4f,esporte_lazer,0,1.0,1.0
78,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,-18,1.0,3.0
79,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,-17,1.0,5.0
80,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,-15,1.0,1.0
81,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,-6,1.0,3.0
82,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,-5,1.0,1.0
83,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,-2,1.0,4.0
84,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,0,1.0,1.0
85,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,1,1.0,3.0
86,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,1,2.0,5.0
87,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,4,1.0,5.0
88,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,5,1.0,5.0
89,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,6,1.0,4.5
90,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,6,2.0,5.0
91,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,7,1.0,5.0
92,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,8,1.0,5.0
93,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,8,2.0,5.0
94,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,9,1.0,4.0
95,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,10,1.0,2.5
96,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,12,1.0,4.5
97,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,13,1.0,4.0
98,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,14,1.0,4.5
99,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,14,2.0,5.0
100,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,15,1.0,4.0
101,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,16,1.0,4.0
102,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,16,2.0,5.0
103,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,18,1.0,5.0
104,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,19,1.0,3.0
105,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,20,1.0,4.0
106,002100f778ceb8431b7a1020ff7ab48f,moveis_decoracao,24,1.0,3.0
107,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,-42,1.0,2.5
108,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,-14,1.0,1.0
109,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,-10,1.0,1.0
110,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,-7,1.0,1.5
111,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,-6,1.0,2.0
112,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,-1,1.0,5.0
113,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,0,1.0,5.0
114,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,0,2.0,5.0
115,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,1,1.0,3.0
116,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,2,1.0,4.0
117,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,3,1.0,2.0
118,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,4,1.0,3.5
119,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,5,1.0,4.5
120,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,6,1.0,4.5
121,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,7,1.0,5.0
122,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,8,1.0,5.0
123,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,9,1.0,5.0
124,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,9,2.0,5.0
125,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,10,1.0,5.0
126,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,10,2.0,5.0
127,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,11,1.0,5.0
128,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,12,1.0,5.0
129,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,13,1.0,5.0
130,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,13,2.0,5.0
131,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,14,1.0,5.0
132,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,14,2.0,5.0
133,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,15,1.0,5.0
134,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,15,2.0,5.0
135,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,15,4.0,5.0
136,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,16,1.0,3.0
137,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,17,1.0,3.5
138,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,17,2.0,3.0
139,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,18,1.0,5.0
140,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,19,1.0,5.0
141,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,20,1.0,5.0
142,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,21,1.0,5.0
143,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,22,1.0,4.0
144,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,23,1.0,4.5
145,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,24,1.0,2.0
146,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,24,2.0,2.0
147,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,25,1.0,1.0
148,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,25,2.0,1.0
149,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,26,1.0,5.0
150,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,27,1.0,5.0
151,004c9cd9d87a3c30c522c48c4fc07416,cama_mesa_banho,28,1.0,5.0
152,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,-15,1.0,1.0
153,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,-6,1.0,1.0
154,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,0,1.0,3.0
155,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,5,1.0,5.0
156,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,5,2.0,5.0
157,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,6,1.0,5.0
158,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,6,2.0,4.0
159,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,9,1.0,5.0
160,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,9,2.0,5.0
161,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,10,1.0,5.0
162,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,10,2.0,5.0
163,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,10,3.0,5.0
164,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,11,1.0,1.0
165,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,11,2.0,1.0
166,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,13,1.0,4.0
167,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,13,2.0,4.0
168,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,13,3.0,4.0
169,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,15,1.0,5.0
170,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,28,1.0,3.0
171,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,28,2.0,3.0
172,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,28,4.0,3.0
173,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,28,5.0,3.0
174,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,28,6.0,3.0
175,00720abe85ba0859807595bbf045a33b,utilidades_domesticas,28,7.0,3.0
176,00ab3eff1b5192e5f1a63bcecfee11c8,beleza_saude,9,1.0,5.0
177,00d8b143d12632bad99c0ad66ad52825,fashion_bolsas_e_acessorios,21,1.0,5.0
178,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,-52,1.0,1.0
179,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,-25,1.0,3.0
180,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,-21,1.0,3.0
181,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,-6,1.0,2.0
182,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,-5,1.0,1.0
183,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,-2,1.0,4.0
184,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,-2,2.0,4.0
185,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,-1,1.0,5.0
186,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,-1,2.0,5.0
187,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,1,1.0,5.0
188,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,3,1.0,4.0
189,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,4,2.0,4.0
190,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,5,1.0,4.0
191,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,6,1.0,5.0
192,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,6,2.0,5.0
193,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,7,1.0,5.0
194,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,7,2.0,4.5
195,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,7,3.0,4.5
196,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,7,4.0,4.5
197,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,7,5.0,4.0
198,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,7,6.0,4.0
199,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,7,7.0,4.0
200,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,7,8.0,4.0
201,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,8,1.0,5.0
202,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,8,2.0,5.0
203,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,8,3.0,5.0
204,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,9,1.0,5.0
205,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,10,1.0,5.0
206,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,10,2.0,5.0
207,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,11,1.0,5.0
208,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,11,2.0,3.5
209,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,12,1.0,5.0
210,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,12,2.0,5.0
211,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,12,3.0,5.0
212,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,13,1.0,5.0
213,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,13,2.0,5.0
214,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,13,3.0,5.0
215,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,13,4.0,5.0
216,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,14,1.0,5.0
217,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,14,2.0,1.0
218,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,15,1.0,4.5
219,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,17,1.0,5.0
220,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,18,1.0,5.0
221,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,19,1.0,5.0
222,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,20,1.0,5.0
223,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,20,2.0,5.0
224,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,20,3.0,5.0
225,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,21,1.0,2.0
226,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,23,1.0,5.0
227,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,24,1.0,5.0
228,00ee68308b45bc5e2660cd833c3f81cc,cama_mesa_banho,25,1.0,1.0
229,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,-10,1.0,1.0
230,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,-6,1.0,1.0
231,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,-3,1.0,5.0
232,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,3,1.0,5.0
233,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,5,1.0,5.0
234,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,6,1.0,5.0
235,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,7,1.0,4.5
236,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,9,1.0,5.0
237,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,10,1.0,5.0
238,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,12,1.0,5.0
239,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,13,1.0,5.0
240,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,14,1.0,5.0
241,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,15,1.0,4.0
242,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,16,1.0,4.0
243,00ee68308b45bc5e2660cd833c3f81cc,moveis_colchao_e_estofado,17,1.0,5.0
244,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,-14,1.0,1.0
245,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,-8,1.0,1.0
246,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,-7,1.0,1.0
247,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,-7,2.0,1.0
248,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,-3,1.0,4.0
249,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,-1,1.0,4.0
250,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,1,1.0,5.0
251,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,2,1.0,4.0
252,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,4,1.0,5.0
253,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,4,2.0,3.0
254,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,5,1.0,5.0
255,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,5,2.0,5.0
256,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,6,1.0,2.0
257,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,6,2.0,1.0
258,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,6,3.0,1.0
259,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,7,1.0,4.0
260,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,8,1.0,5.0
261,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,9,1.0,5.0
262,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,10,1.0,5.0
263,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,10,2.0,4.0
264,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,10,3.0,3.0
265,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,10,4.0,3.0
266,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,11,1.0,4.0
267,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,11,2.0,2.0
268,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,12,1.0,4.0
269,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,12,2.0,4.0
270,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,13,1.0,4.0
271,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,13,2.0,3.0
272,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,14,1.0,5.0
273,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,14,2.0,5.0
274,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,15,1.0,5.0
275,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,15,2.0,1.0
276,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,16,1.0,5.0
277,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,16,2.0,2.0
278,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,16,3.0,2.0
279,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,16,4.0,1.5
280,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,17,1.0,5.0
281,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,18,1.0,5.0
282,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,19,1.0,5.0
283,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,19,2.0,5.0
284,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,20,1.0,5.0
285,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,20,2.0,3.0
286,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,21,1.0,4.5
287,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,21,2.0,3.0
288,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,21,3.0,1.0
289,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,22,1.0,5.0
290,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,23,1.0,5.0
291,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,24,1.0,4.5
292,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,25,1.0,3.0
293,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,26,1.0,5.0
294,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,27,1.0,2.0
295,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,27,2.0,2.0
296,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,27,3.0,2.0
297,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,27,4.0,2.0
298,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,27,5.0,2.0
299,00fc707aaaad2d31347cf883cd2dfe10,informatica_acessorios,29,1.0,4.0
300,010543a62bd80aa422851e79a3bc7540,informatica_acessorios,0,1.0,5.0
301,010543a62bd80aa422851e79a3bc7540,informatica_acessorios,15,1.0,4.0
302,010da0602d7774602cd1b3f5fb7b709e,moveis_cozinha_area_de_servico_jantar_e_jardim,9,1.0,1.0
303,010da0602d7774602cd1b3f5fb7b709e,moveis_cozinha_area_de_servico_jantar_e_jardim,9,2.0,1.0
304,010da0602d7774602cd1b3f5fb7b709e,moveis_cozinha_area_de_servico_jantar_e_jardim,9,3.0,1.0
305,010da0602d7774602cd1b3f5fb7b709e,moveis_cozinha_area_de_servico_jantar_e_jardim,9,4.0,1.0
306,010da0602d7774602cd1b3f5fb7b709e,moveis_cozinha_area_de_servico_jantar_e_jardim,9,5.0,1.0
307,011b0eaba87386a2ae96a7d32bb531d1,beleza_saude,29,1.0,4.0
