,seller_id,product_category_name,vendas_total,entrega_antecipacao,score
91,0509040ea3fe50071181bbc359eb7738,esporte_lazer,86,10.5,5.0
92,0509040ea3fe50071181bbc359eb7738,utilidades_domesticas,9,10.0,4.0
93,052577151711aec5c744fe12e66db3e1,eletroportateis,4,0.0,1.5
94,054694fa03fe82cec4b7551487331d74,cool_stuff,7,13.0,4.0
95,054694fa03fe82cec4b7551487331d74,eletrodomesticos_2,6,1.5,4.5
96,054694fa03fe82cec4b7551487331d74,eletroportateis,8,9.5,4.0
97,054694fa03fe82cec4b7551487331d74,utilidades_domesticas,1,-19.0,1.0
98,056b4ada5bbc2c50cc7842547dda6b51,eletronicos,5,8.0,5.0
99,056b4ada5bbc2c50cc7842547dda6b51,relogios_presentes,60,13.5,5.0
100,0570350b23eda5444f8d1d9544932058,beleza_saude,5,15.0,5.0
101,0570350b23eda5444f8d1d9544932058,perfumaria,6,9.0,5.0
102,05730013efda596306417c3b09302475,artes_e_artesanato,1,12.0,5.0
103,05730013efda596306417c3b09302475,moveis_decoracao,3,7.0,5.0
104,058cb5aeb36d7c0fcae20fc85d5e0a59,malas_acessorios,13,11.0,4.0
105,058fd0aa2bfdb2274e05e1ae971dabb6,beleza_saude,1,27.0,2.0
106,058fd0aa2bfdb2274e05e1ae971dabb6,perfumaria,64,11.0,5.0
107,05a48cc8859962767935ab9087417fbb,ferramentas_jardim,1,17.0,5.0
108,05a940b4ecae36cadfd8e93bd9c43257,audio,1,2.0,1.0
109,05a940b4ecae36cadfd8e93bd9c43257,cool_stuff,5,8.0,5.0
110,05a940b4ecae36cadfd8e93bd9c43257,informatica_acessorios,4,19.5,4.5
111,05aebce0b5c8f0d41b29b686f2d05fd3,casa_conforto_2,1,4.0,5.0
112,05aebce0b5c8f0d41b29b686f2d05fd3,ferramentas_jardim,1,-1.0,5.0
113,05ca864204d09595ae591b93ea9cf93d,consoles_games,1,-1.0,5.0
114,05d2173d43ea568aa0540eba70d2ca76,automotivo,49,11.0,5.0
115,05d2173d43ea568aa0540eba70d2ca76,construcao_ferramentas_construcao,12,12.5,4.0
116,05d2173d43ea568aa0540eba70d2ca76,utilidades_domesticas,3,19.0,5.0
117,05e107217c7266362fd44b75b2cd4cc4,papelaria,8,2.0,4.0
118,05f51e13da97139648b8125c31e5f51b,bebes,60,12.0,5.0
119,05f51e13da97139648b8125c31e5f51b,brinquedos,1,0.0,1.0
120,05f51e13da97139648b8125c31e5f51b,cool_stuff,2,4.0,5.0
121,05feb94f19d094d4b0f9281f0b1d4c99,ferramentas_jardim,4,11.5,4.0
122,05feb94f19d094d4b0f9281f0b1d4c99,utilidades_domesticas,2,14.0,5.0
123,05ff92fedb5be47920fea08e501238b9,beleza_saude,11,16.0,5.0
124,05ff92fedb5be47920fea08e501238b9,cool_stuff,33,18.0,4.0
125,05ff92fedb5be47920fea08e501238b9,eletroportateis,19,18.0,5.0
126,062c325cd6a2b87845fab56b4ec2eeae,bebes,1,3.0,5.0
127,062c325cd6a2b87845fab56b4ec2eeae,papelaria,1,14.0,5.0
128,062ce95fa2ad4dfaedfc79260130565f,beleza_saude,4,8.5,5.0
129,062ce95fa2ad4dfaedfc79260130565f,cama_mesa_banho,19,10.0,4.0
130,062ce95fa2ad4dfaedfc79260130565f,esporte_lazer,1,18.0,3.0
131,062ce95fa2ad4dfaedfc79260130565f,market_place,13,11.0,4.0
132,062ce95fa2ad4dfaedfc79260130565f,moveis_decoracao,23,14.0,5.0
133,06532f10282704ef4c69168b914b77be,casa_construcao,1,10.0,4.0
134,06532f10282704ef4c69168b914b77be,ferramentas_jardim,8,13.0,5.0
135,06579cb253ecd5a3a12a9e6eb6bf8f47,agro_industria_e_comercio,2,9.0,4.5
136,06579cb253ecd5a3a12a9e6eb6bf8f47,moveis_decoracao,1,4.0,5.0
137,06579cb253ecd5a3a12a9e6eb6bf8f47,utilidades_domesticas,69,9.0,5.0
138,066a6914e1ebf3ea95a216c73a986b91,automotivo,10,9.0,4.5
139,066a6914e1ebf3ea95a216c73a986b91,bebes,4,15.0,4.5
140,066a6914e1ebf3ea95a216c73a986b91,esporte_lazer,44,20.0,4.0
141,066a6914e1ebf3ea95a216c73a986b91,ferramentas_jardim,1,24.0,5.0
142,066a6914e1ebf3ea95a216c73a986b91,market_place,1,19.0,3.0
143,066a6914e1ebf3ea95a216c73a986b91,moveis_decoracao,12,14.5,4.0
144,066a6914e1ebf3ea95a216c73a986b91,utilidades_domesticas,1,7.0,5.0
145,0691148aee60ca47977c187804f935ae,automotivo,7,11.0,5.0
146,0691148aee60ca47977c187804f935ae,beleza_saude,2,23.0,5.0
147,0691148aee60ca47977c187804f935ae,brinquedos,1,13.0,2.0
148,0691148aee60ca47977c187804f935ae,esporte_lazer,41,12.0,5.0
149,0691148aee60ca47977c187804f935ae,fashion_bolsas_e_acessorios,1,1.0,5.0
150,0691148aee60ca47977c187804f935ae,papelaria,2,23.0,5.0
151,0692610d8abe24f287e9fae90ea0bbee,informatica_acessorios,2,4.0,4.5
152,0692610d8abe24f287e9fae90ea0bbee,moveis_decoracao,2,6.5,3.5
153,06a2c3af7b3aee5d69171b0e14f0ee87,beleza_saude,399,11.0,5.0
154,06bb3a2fe5e7b7a845b13e8fb91bd944,beleza_saude,18,12.5,5.0
155,06df0c10d34e459d9672bc77388742eb,esporte_lazer,30,13.0,5.0
156,06e5eefc71ec47ae763c5c6f8db7064f,construcao_ferramentas_seguranca,27,16.0,4.0
157,06e5eefc71ec47ae763c5c6f8db7064f,cool_stuff,19,17.0,4.0
158,06e5eefc71ec47ae763c5c6f8db7064f,eletronicos,10,15.0,4.0
159,06e5eefc71ec47ae763c5c6f8db7064f,informatica_acessorios,33,13.0,4.0
160,06e5eefc71ec47ae763c5c6f8db7064f,instrumentos_musicais,3,26.0,5.0
161,06e5eefc71ec47ae763c5c6f8db7064f,telefonia,1,5.0,5.0
162,07017df32dc5f2f1d2801e579548d620,telefonia,6,27.5,5.0
163,070d165398b553f3b4b851c216b8a358,pet_shop,38,9.0,4.0
164,0725b8c0f3f906e58f70cbe76b7c748c,automotivo,1,-2.0,5.0
165,0725b8c0f3f906e58f70cbe76b7c748c,esporte_lazer,6,13.0,1.0
166,0725b8c0f3f906e58f70cbe76b7c748c,papelaria,10,36.5,5.0
167,0725b8c0f3f906e58f70cbe76b7c748c,sinalizacao_e_seguranca,4,0.5,3.0
168,0725b8c0f3f906e58f70cbe76b7c748c,utilidades_domesticas,19,14.0,5.0
169,0743a0239d764b9a0f959a57d07e36ab,alimentos,3,5.0,5.0
170,0743a0239d764b9a0f959a57d07e36ab,beleza_saude,1,4.0,5.0
171,0747d5bb69f0586cc869d8af4c50f93e,beleza_saude,1,0.0,1.0
172,0747d5bb69f0586cc869d8af4c50f93e,perfumaria,14,13.0,4.5
173,0761743cbffb25d7148189e9f1a5f03a,beleza_saude,6,6.0,4.0
174,0761743cbffb25d7148189e9f1a5f03a,esporte_lazer,1,9.0,5.0
175,077c5fae4bea9500e3737b16f71b9d3a,utilidades_domesticas,6,11.0,5.0
176,0791d9fc1e30678ecf03d3e55fa108d3,utilidades_domesticas,11,20.0,1.0
177,079d295dcbf06ee8bb1b65ba964eb2b6,construcao_ferramentas_construcao,10,9.0,5.0
178,07a9bc7f61396b658ddf3ac534efe44c,brinquedos,2,4.0,3.5
179,07bf9669d84d1f11be443a9dd938f698,ferramentas_jardim,2,19.5,5.0
180,07bf9669d84d1f11be443a9dd938f698,moveis_cozinha_area_de_servico_jantar_e_jardim,22,16.5,4.0
181,07d75e33f2750d97d467fb57e4dfdd8a,eletroportateis,1,12.0,1.0
182,07d75e33f2750d97d467fb57e4dfdd8a,informatica_acessorios,1,9.0,4.0
183,07de60b03d150fb3ea09eab5da5e4c8b,cama_mesa_banho,9,16.0,5.0
184,080102cd0a76b09e0dcf55fcacc60e05,brinquedos,1,21.0,5.0
185,080102cd0a76b09e0dcf55fcacc60e05,consoles_games,28,8.0,5.0
186,080102cd0a76b09e0dcf55fcacc60e05,eletrodomesticos,4,5.5,4.0
187,080102cd0a76b09e0dcf55fcacc60e05,eletronicos,1,7.0,5.0
188,080102cd0a76b09e0dcf55fcacc60e05,informatica_acessorios,96,11.0,5.0
189,080199a181c46c657dc5aa235411be3b,automotivo,82,9.0,5.0
190,08061dc0fc165ed41288cc7acde738ee,informatica_acessorios,4,1.5,5.0
191,08084d990eb3f53af056ccbc1730c8a7,eletronicos,11,16.0,5.0
192,081acf3de680d554796c9cf041be7bc2,construcao_ferramentas_iluminacao,1,-2.0,3.0
193,081acf3de680d554796c9cf041be7bc2,moveis_decoracao,7,21.0,5.0
194,082e0bf4cb865a6533b1e8e498cc0255,ferramentas_jardim,22,18.0,3.0
195,082e0bf4cb865a6533b1e8e498cc0255,utilidades_domesticas,1,32.0,4.0
196,085f6f7e049c996695fb2074fe38d45e,automotivo,1,7.0,5.0
197,085f6f7e049c996695fb2074fe38d45e,esporte_lazer,1,17.0,5.0
198,085f6f7e049c996695fb2074fe38d45e,market_place,1,10.0,5.0
199,085f6f7e049c996695fb2074fe38d45e,utilidades_domesticas,3,13.0,4.0
200,08633c14ef2db992c11f840f04fad4cd,alimentos,2,1.0,5.0
201,08633c14ef2db992c11f840f04fad4cd,alimentos_bebidas,8,13.5,4.0
202,08633c14ef2db992c11f840f04fad4cd,beleza_saude,12,13.0,4.0
203,08633c14ef2db992c11f840f04fad4cd,construcao_ferramentas_jardim,1,7.0,5.0
204,08633c14ef2db992c11f840f04fad4cd,esporte_lazer,74,10.0,5.0
205,0873d9f8f36123f8d910f4760e788cfb,pcs,1,-1.0,1.0
206,0873d9f8f36123f8d910f4760e788cfb,telefonia,5,5.0,4.0
207,0885aaf116795758dfeb5f1032487bcd,bebes,2,15.5,4.0
208,0885aaf116795758dfeb5f1032487bcd,cama_mesa_banho,28,9.5,5.0
209,0887a9f087bcd5d9f6642b52f897fc6c,automotivo,4,11.5,5.0
210,0887a9f087bcd5d9f6642b52f897fc6c,informatica_acessorios,1,13.0,5.0
211,0887a9f087bcd5d9f6642b52f897fc6c,telefonia,7,14.0,4.0
212,08ad4ac1388e4420ca531c3edfc46198,pet_shop,7,6.0,2.0
213,08cdbae123ff67ca4e36d9d641ce0119,moveis_sala,7,-9.0,2.0
214,08d0949a9a17c027262db1f3c450c26c,moveis_decoracao,13,11.0,4.0
215,08d1c9478fb0d7d7fcac9c0da4e82fc7,moveis_decoracao,1,12.0,5.0
216,08d2d642cf72b622b14dde1d2f5eb2f5,informatica_acessorios,3,8.0,5.0
217,08d2d642cf72b622b14dde1d2f5eb2f5,papelaria,9,8.0,5.0
218,08d2d642cf72b622b14dde1d2f5eb2f5,relogios_presentes,5,12.0,4.0
219,08d2d642cf72b622b14dde1d2f5eb2f5,telefonia,1,8.0,5.0
220,08f5819815f3d06545011850bd70f0a8,beleza_saude,3,14.0,5.0
221,091065b789659bc3cd9af9cb3a6253ff,cool_stuff,2,10.0,3.5
222,0936e1837d0c79253456bbb2ffaaef10,ferramentas_jardim,2,11.0,5.0
223,093805f8f2aeb63881444571e1f48f30,beleza_saude,27,8.0,5.0
224,094ced053e257ae8cae57205592d6712,beleza_saude,11,16.0,4.0
225,094ced053e257ae8cae57205592d6712,perfumaria,8,12.5,5.0
226,0951a6e282947e09cd47969f4ed0b47f,beleza_saude,1,8.0,5.0
227,0951a6e282947e09cd47969f4ed0b47f,perfumaria,6,6.0,5.0
228,09883d9ab71c8fe8a9bfc7fc3075b07e,beleza_saude,4,3.0,3.0
229,099095b050cfe8eb1ddff5317587e96e,bebes,1,10.0,5.0
230,099095b050cfe8eb1ddff5317587e96e,brinquedos,3,16.0,5.0
231,099095b050cfe8eb1ddff5317587e96e,cool_stuff,1,-14.0,1.0
232,099095b050cfe8eb1ddff5317587e96e,esporte_lazer,2,-3.5,3.0
233,099095b050cfe8eb1ddff5317587e96e,moveis_cozinha_area_de_servico_jantar_e_jardim,1,8.0,3.0
234,099095b050cfe8eb1ddff5317587e96e,moveis_sala,1,-12.0,1.0
235,099095b050cfe8eb1ddff5317587e96e,portateis_casa_forno_e_cafe,2,3.0,3.0
236,099095b050cfe8eb1ddff5317587e96e,utilidades_domesticas,9,16.0,2.0
237,09bad886111255c5b5030314fc7f1a4a,artes,5,1.0,5.0
238,09f952a5f58d2285b0372551ae8f9b01,casa_construcao,15,13.0,5.0
239,09f952a5f58d2285b0372551ae8f9b01,moveis_decoracao,41,12.0,4.0
240,0a198e95d32b1be2da9424c962a6ebfa,ferramentas_jardim,1,3.0,5.0
241,0a82f5fb06a4fe4ac2cf7cb412ec71b8,construcao_ferramentas_construcao,2,9.0,5.0
242,0a85ebe4e328db81ac9109781205e2f7,artigos_de_festas,1,10.0,4.0
243,0a85ebe4e328db81ac9109781205e2f7,moveis_decoracao,11,6.0,5.0
244,0aa124728afc1131dff5655f4c6f487b,automotivo,1,0.0,1.0
245,0aa124728afc1131dff5655f4c6f487b,esporte_lazer,1,0.0,1.0
246,0aa2205ca24f113f4658a5c536667426,papelaria,11,17.0,1.0
247,0ac4201fda2c68ebc0e47cb9423cf3c9,beleza_saude,13,12.0,5.0
248,0ac4201fda2c68ebc0e47cb9423cf3c9,fashion_bolsas_e_acessorios,1,16.0,3.0
249,0ac4201fda2c68ebc0e47cb9423cf3c9,relogios_presentes,1,3.0,1.0
250,0ad80de75c811326389cfb1daba7d45e,brinquedos,5,12.0,5.0
251,0adac9fbd9a2b63cccaac4f8756c1ca8,eletrodomesticos,10,9.5,5.0
252,0adac9fbd9a2b63cccaac4f8756c1ca8,market_place,8,12.0,4.0
253,0adac9fbd9a2b63cccaac4f8756c1ca8,moveis_decoracao,9,8.0,4.0
254,0adac9fbd9a2b63cccaac4f8756c1ca8,papelaria,1,11.0,5.0
255,0adac9fbd9a2b63cccaac4f8756c1ca8,utilidades_domesticas,114,10.0,4.0
256,0ade5cc4a305ed7093a23f68ca47519c,automotivo,2,20.0,5.0
257,0aea4c6ae1505b3228ddf3dd7822ee5b,relogios_presentes,8,10.5,4.5
258,0af2ab31141893d26aca5a404a537dab,informatica_acessorios,1,5.0,5.0
259,0af977692321d895349eded183341d28,pet_shop,2,7.5,4.5
260,0afccdb8a34ee5c79f7c06faf2b4d56e,telefonia,24,9.5,4.0
261,0b09101900100c0e9d312861fad5a1b9,moveis_decoracao,1,60.0,4.0
262,0b0ddbc7b9d9584f442c7ac92b0ff6c9,automotivo,3,17.0,5.0
263,0b18d63d0cd1d723567903fd34a07df2,automotivo,10,12.0,5.0
264,0b18d63d0cd1d723567903fd34a07df2,instrumentos_musicais,4,13.5,5.0
265,0b1ca3ef18a63d7eb0c8897fa0849c08,beleza_saude,1,5.0,5.0
266,0b35c634521043bf4b47e21547b99ab5,construcao_ferramentas_construcao,77,18.0,4.0
267,0b36063d5818f81ccb94b54adfaebbf5,ferramentas_jardim,15,20.0,5.0
268,0b3f27369a4d8df98f7eb91077e438ac,moveis_decoracao,2,8.0,3.0
269,0b46f784306be7200ca1700aa55d819f,automotivo,1,14.0,5.0
270,0b64bcdb0784abc139af04077d49a20e,beleza_saude,4,17.5,5.0
271,0b90b6df587eb83608a64ea8b390cf07,informatica_acessorios,215,19.0,5.0
272,0bae85eb84b9fb3bd773911e89288d54,artes,5,13.0,5.0
273,0bae85eb84b9fb3bd773911e89288d54,audio,2,7.0,5.0
274,0bae85eb84b9fb3bd773911e89288d54,bebes,1,16.0,4.0
275,0bae85eb84b9fb3bd773911e89288d54,beleza_saude,3,7.0,3.0
276,0bae85eb84b9fb3bd773911e89288d54,brinquedos,36,16.5,5.0
277,0bae85eb84b9fb3bd773911e89288d54,cama_mesa_banho,3,16.0,5.0
278,0bae85eb84b9fb3bd773911e89288d54,casa_construcao,1,19.0,4.0
279,0bae85eb84b9fb3bd773911e89288d54,esporte_lazer,6,17.0,3.5
280,0bae85eb84b9fb3bd773911e89288d54,ferramentas_jardim,1,14.0,5.0
281,0bae85eb84b9fb3bd773911e89288d54,moveis_decoracao,2,9.0,5.0
282,0bae85eb84b9fb3bd773911e89288d54,papelaria,7,13.0,5.0
283,0bae85eb84b9fb3bd773911e89288d54,relogios_presentes,2,19.0,4.5
284,0bae85eb84b9fb3bd773911e89288d54,utilidades_domesticas,77,14.0,4.0
285,0bb27263628258b8111a0262769fa9db,utilidades_domesticas,1,16.0,5.0
286,0bb738e4d789e63e2267697c42d35a2d,ferramentas_jardim,14,13.5,5.0
287,0bb738e4d789e63e2267697c42d35a2d,industria_comercio_e_negocios,17,13.0,5.0
288,0be8ff43f22e456b4e0371b2245e4d01,automotivo,1,13.0,1.0
289,0be8ff43f22e456b4e0371b2245e4d01,brinquedos,9,7.0,4.0
290,0be8ff43f22e456b4e0371b2245e4d01,cama_mesa_banho,12,7.0,3.5
291,0be8ff43f22e456b4e0371b2245e4d01,esporte_lazer,69,12.0,5.0
292,0be8ff43f22e456b4e0371b2245e4d01,fashion_bolsas_e_acessorios,4,18.0,3.0
293,0be8ff43f22e456b4e0371b2245e4d01,fashion_esporte,5,13.0,4.0
294,0be8ff43f22e456b4e0371b2245e4d01,informatica_acessorios,6,12.0,5.0
295,0be8ff43f22e456b4e0371b2245e4d01,malas_acessorios,33,11.0,5.0
296,0be8ff43f22e456b4e0371b2245e4d01,moveis_colchao_e_estofado,1,5.0,3.0
297,0be8ff43f22e456b4e0371b2245e4d01,moveis_decoracao,1,-24.0,1.0
298,0be8ff43f22e456b4e0371b2245e4d01,papelaria,11,7.0,5.0
299,0be8ff43f22e456b4e0371b2245e4d01,relogios_presentes,3,15.0,4.0
300,0be8ff43f22e456b4e0371b2245e4d01,utilidades_domesticas,25,12.0,5.0
301,0bebbb2cea103a4a020c95d43fd7d754,bebidas,1,7.0,5.0
302,0bebbb2cea103a4a020c95d43fd7d754,beleza_saude,8,10.5,5.0
303,0bf0150d5b9d60d9cd2906003332f085,casa_conforto,5,3.0,4.0
304,0bf0150d5b9d60d9cd2906003332f085,moveis_decoracao,54,10.0,5.0
305,0bfd0b434243adc5c2e1aa6baf19c6aa,malas_acessorios,1,31.0,4.0
306,0bfd0b434243adc5c2e1aa6baf19c6aa,moveis_decoracao,1,12.0,4.0
307,0bfd0b434243adc5c2e1aa6baf19c6aa,relogios_presentes,1,21.0,4.0
308,0bfd0b434243adc5c2e1aa6baf19c6aa,utilidades_domesticas,2,11.5,3.0
309,0c7533c71df861ec58ad7ff999ed0e8d,perfumaria,74,8.5,5.0
310,0c7f30ae9b147eca07affbef92832a6a,esporte_lazer,1,15.0,5.0
311,0c7f30ae9b147eca07affbef92832a6a,informatica_acessorios,2,11.5,5.0
312,0c7f30ae9b147eca07affbef92832a6a,moveis_escritorio,1,21.0,5.0
313,0c8380b62e38e8a1e6adbeba7eb9688c,bebes,3,11.0,5.0
314,0c8380b62e38e8a1e6adbeba7eb9688c,cama_mesa_banho,140,12.0,4.0
315,0c8380b62e38e8a1e6adbeba7eb9688c,moveis_decoracao,46,13.0,5.0
316,0cab2da43793a6f3c5ed8514c5f54627,esporte_lazer,1,20.0,5.0
317,0cab2da43793a6f3c5ed8514c5f54627,papelaria,2,20.5,5.0
318,0cbcee27c791afa0cdcb08587a2013a8,esporte_lazer,9,9.0,3.0
319,0cbcee27c791afa0cdcb08587a2013a8,fashion_bolsas_e_acessorios,31,15.0,4.0
320,0cbcee27c791afa0cdcb08587a2013a8,fashion_esporte,1,15.0,5.0
321,0d33a55da925bbf1ff02af5f6059fc7f,brinquedos,3,5.0,5.0
322,0d33a55da925bbf1ff02af5f6059fc7f,livros_interesse_geral,9,7.0,5.0
323,0d33a55da925bbf1ff02af5f6059fc7f,livros_tecnicos,12,12.0,5.0
324,0d33a55da925bbf1ff02af5f6059fc7f,moveis_decoracao,1,9.0,5.0
325,0d4c8269e7f0401201794deef160edd6,automotivo,4,5.5,5.0
326,0d83f8e03188682112cc0d93523705cc,informatica_acessorios,6,-21.0,1.0
327,0d85bbda9889ce1f7e63778d24f346eb,artes,5,20.0,5.0
328,0d85bbda9889ce1f7e63778d24f346eb,artigos_de_natal,16,10.5,4.5
