,seller_id,total_vendas
60,c3cfdc648177fdbbbb35635a37472c53,313
61,88460e8ebdecbfecb5f9601833981930,310
62,fe2032dab1a61af8794248c8196565c9,302
63,37be5a7c751166fbc5f8ccba4119e043,282
64,0ea22c1cfbdc755f86b9b54b39c16043,273
65,25c5c91f63607446a97b143d2d535d31,273
66,1554a68530182680ad5c8b042c3ab563,270
67,e9bc59e7b60fc3063eb2290deda4cced,269
68,562fc2f2c2863ab7e79a9e4388a58a14,268
69,17e34d8224d27a541263c4c64b11a56b,266
70,a3a38f4affed601eb87a97788c949667,260
71,c3867b4666c7d76867627c2f7fb22e21,259
72,dc4a0fc896dc34b0d5bfec8438291c80,258
73,e5a3438891c0bfdb9394643f95273d8e,254
74,0241d4d5d36f10f80c644447315af0bd,248
75,d1c281d3ae149232351cd8c8cc885f0d,247
76,f457c46070d02cadd8a68551231220dd,240
77,37515688008a7a40ac93e3b2e4ab203f,238
78,7aa4334be125fcdd2ba64b3180029f14,238
79,41b39e28db005d9731d9d485a83b4c38,238
80,001cca7ae9ae17fb1caed9dfb1094831,236
81,f7ba60f8c3f99e7ee4042fdef03b70c4,232
82,8d956fec2e4337affcb520f56fd8cbfd,229
83,7040e82f899a04d1b434b795a43b4617,225
84,4b9750c8ad28220fe6702d4ecb7c898f,222
85,e26901d5ab434ce92fd9b5c256820a4e,221
86,4830e40640734fc1c52cd21127c341d4,220
87,0c8380b62e38e8a1e6adbeba7eb9688c,220
88,1c129092bf23f28a5930387c980c0dfc,219
89,9b013e03b2ab786505a1d3b5c0756754,219
90,6edacfd9f9074789dad6d62ba7950b9c,219
91,7178f9f4dd81dcef02f62acdf8151e01,217
92,0b90b6df587eb83608a64ea8b390cf07,215
93,86ccac0b835037332a596a33b6949ee1,211
94,cab85505710c7cb9b720bceb52b01cee,210
95,2eb70248d66e0e3ef83659f71b244378,209
96,9c0e69c7bf2619675bbadf47b43f655a,208
97,f262cbc1c910c83959f849465454ddd3,207
98,ceaec5548eefc6e23e6607c5435102e7,207
99,54a1852d1b8f10312c55e906355666ee,204
100,c003204e1ab016dfa150abc119207b24,201
101,f45122a9ab94eb4f3f8953578bc0c560,200
102,813348c996469b40f2e028d5429d3495,198
103,95e03ca3d4146e4011985981aeb959b9,193
104,98dac6635aee4995d501a3972e047414,193
105,213b25e6f54661939f11710a6fddb871,192
106,0dd184061fb0eaa7ca37932c68ab91c5,192
107,ccc4bbb5f32a6ab2b7066a4130f114e3,191
108,5656537e588803a555b8eb41f07a944b,189
109,850f4f8af5ea87287ac68de36e29107f,188
110,cfb1a033743668a192316f3c6d1d2671,188
111,b499c00f28f4b7069ff6550af8c1348a,188
112,669ae81880e08f269a64487cfb287169,187
113,7d76b645482be4a332374e8223836592,185
114,cbd996ad3c1b7dc71fd0e5f5df9087e2,185
115,d98eec89afa3380e14463da2aabaea72,183
116,de23c3b98a88888289c6f5cc1209054a,181
117,7ad32824caee82087b3e2e5f33b1bf32,181
118,a416b6a846a11724393025641d4edd5e,181
119,1a3df491d1c4f1589fc2b934ada68bf2,180
120,0be8ff43f22e456b4e0371b2245e4d01,180
121,5a8e7d5003a1f221f9e1d6e411de7c23,180
122,8a32e327fe2c1b3511609d81aaf9f042,180
123,1c68394e931a64f90ea236c5ea590300,178
124,522620dcb18a6b31cd7bdf73665113a9,176
125,edb1ef5e36e0c8cd84eb3c9b003e486d,175
126,6d66611d7c44cc30ce351abc49a68421,174
127,8f2ce03f928b567e3d56181ae20ae952,174
128,537eb890efff034a88679788b647c564,174
129,004c9cd9d87a3c30c522c48c4fc07416,173
130,00ee68308b45bc5e2660cd833c3f81cc,172
131,7e1fb0a3ebfb01ffb3a7dae98bf3238d,172
132,b4ffb71f0cb1b1c3d63fad021ecf93e1,172
133,2e1c9f22be269ef4643f826c9e650a52,171
134,2c9e548be18521d1c43cde1c582c6de8,171
135,b76dba6c951ab00dc4edf0a1aa88037e,167
136,2a84855fd20af891be03bc5924d2b453,167
137,259f7b5e6e482c230e5bfaa670b6bb8f,165
138,2528513dd95219a6013d4d05176e391a,164
139,36a968b544695394e4e9d7572688598f,163
140,3c7c4a49ec3c6550809089c6a2ca9370,161
141,76d5af76d0271110f9af36c92573f765,158
142,6cd68b3ed6d59aaa9fece558ad360c0a,157
143,b33e7c55446eabf8fe1a42d037ac7d6d,155
144,5cf13accae3222c70a9cac40818ae839,155
145,66922902710d126a0e7d26b0e3805106,155
146,7008613ea464bad5cb9b83456e1e6a8f,155
147,44073f8b7e41514de3b7815dd0237f4f,152
148,8b28d096634035667e8263d57ba3368c,152
149,48436dade18ac8b2bce089ec2a041202,151
150,17a053fcb14bd219540cbde0df490be0,148
151,e9d99831abad74458942f21e16f33f92,148
152,18a349e75d307f4b4cc646a691ed4216,147
153,0bae85eb84b9fb3bd773911e89288d54,146
154,229c3efbfb0ea2058de4ccdfbc3d784a,146
155,a3e9a2c700480d9bb01fba070ba80a0e,146
156,79ebd9a61bac3eaf882805ed4ecfa12a,145
157,db4350fd57ae30082dec7acbaacc17f9,145
158,7722b1df1b0e383e000397b2c11e3e19,144
159,dd7ddc04e1b6c2c614352b383efe2d36,142
160,0adac9fbd9a2b63cccaac4f8756c1ca8,142
161,00fc707aaaad2d31347cf883cd2dfe10,141
162,710e3548e02bc1d2831dfc4f1b5b14d4,141
163,ef0ace09169ac090589d85746e3e036f,141
164,a673821011d0cec28146ea42f5ab767f,141
165,ce27a3cc3c8cc1ea79d11e561e9bebb6,141
166,c9c7905cffc4ef9ff9f113554423e671,140
167,ca3bd7cd9f149df75950150d010fe4a2,138
168,1e8b33f18b4f7598d87f5cbee2282cc2,138
169,2e90cb1677d35cfe24eef47d441b7c87,137
170,640e21a7d01df7614a3b4923e990d40c,137
171,1ca7077d890b907f89be8c954a02686a,136
172,6a8b085f816a1f75f92dbac6eb545f8f,136
173,0db783cfcd3b73998abc6e10e59a102f,136
174,12b9676b00f60f3b700e83af21824c0e,135
175,1127b7f2594683f2510f1c2c834a486b,133
176,8e6d7754bc7e0f22c96d255ebda59eba,133
177,b2479f944e1b90cf8a5de1bbfde284d6,133
178,aac29b1b99776be73c3049939652091d,133
179,59b22a78efb79a4797979612b885db36,132
180,cd68562d3f44870c08922d380acae552,131
181,aafe36600ce604f205b86b5084d3d767,131
182,01fdefa7697d26ad920e9e0346d4bd1b,130
183,42b729f859728f5079499127a9c2ef37,130
184,080102cd0a76b09e0dcf55fcacc60e05,130
185,17ca9b9e9b9ef8fdb529001b49ebb50f,130
186,febab0275244b9a49a623f0bd613ca2f,129
187,c33847515fa6305ce6feb1e818569f13,128
188,59fb871bf6f4522a87ba567b42dafecf,128
189,f80edd2c5aaa505cc4b0a3b219abf4b8,127
190,6c7d50c24b3ccd2fd83b44d8bb34e073,127
191,33a6f4b1e7cdc205511e76ba1b6e0186,126
192,289cdb325fb7e7f891c38608bf9e0962,126
193,e5a38146df062edaf55c38afa99e42dc,126
194,431af27f296bc6519d890aa5a05fdb11,125
195,3b15288545f8928d3e65a8f949a28291,123
196,c31eff8334d6b3047ed34bebd4d62c36,122
197,f5a590cf36251cf1162ea35bef76fe84,122
198,609e1a9a6c2539919b8205cf7c4e6ff0,122
199,fc906263ca5083d09dce42fe02247800,120
200,b1fc4f64df5a0e8b6913ab38803c57a9,119
201,dbb9b48c841a0e39e21f98e1a6b2ec3e,118
202,1b4c3a6f53068f0b6944d2d005c9fc89,117
203,25e6ffe976bd75618accfe16cefcbd0d,117
204,bfd27a966d91cfaafdb25d076585f0da,116
205,6973a06f484aacf400ece213dbf3d946,116
206,8c16d1f32a54d92897cc437244442e1b,116
207,f4aba7c0bca51484c30ab7bdc34bcdd1,115
208,8e6cc767478edae941d9bd9eb778d77a,114
209,729f06993dac8e860d4f02d7088ca48a,114
210,70eea00b476a314817cefde4aad4f89a,113
211,aaed1309374718fdd995ee4c58c9dfcd,112
212,4371b634e0efc0e22b09b52907d9d469,111
213,701938c450705b8ae65fc923b70f35c7,111
214,282f23a9769b2690c5dda22e316f9941,110
215,612170e34b97004b3ba37eae81836b4c,110
216,5343d0649eca2a983820bfe93fc4d17e,109
217,8444e55c1f13cd5c179851e5ca5ebd00,109
218,822166ed1e47908f7cfb49946d03c726,108
219,dd2bdf855a9172734fbc3744021ae9b9,108
220,d94a40fd42351c259927028d163af842,107
221,a49928bcdf77c55c6d6e05e09a9b4ca5,106
222,d20b021d3efdf267a402c402a48ea64b,106
223,ececbfcff9804a2d6b40f589df8eef2b,105
224,8648b1e89e9b349e32d3741b30ec737e,105
225,530ec6109d11eaaf87999465c6afee01,104
226,8a432f4e5b471f8da497d7dc517666e2,104
227,827f8f69dfa529c561901c4f2e0f332f,103
228,d6b1ce66b035a475f00c017792ff9769,103
229,11bfa66332777660bd0640ee84d47006,103
230,7ea5bfa6c340f58f8e71fc1f0412b0d6,103
231,ac3508719a1d8f5b7614b798f70af136,102
232,f84fa566034f5e8e880a07ec624c56af,102
233,b14db04aa7881970e83ffa9426897925,102
234,d12c926d74ceff0a90a21184466ce161,101
235,3df020b72d3d44b3af9d110fa3940b65,101
236,9674754b5a0cb32b638cec001178f799,100
237,5c243662ce92d84573bfaff24c3e3700,100
238,3be634553519fb6536a03e1358e9fdc7,100
239,688756f717c462a206ad854c5027a64a,99
240,891071be6ba827b591264c90c2ae8a63,99
241,9616352088dcf83a7c06637f4ebf1c80,99
242,80e6699fe29150b372a0c8a1ebf7dcc8,99
243,dbd66278cbfe1aa1000f90a217ca4695,99
244,f84a00e60c73a49e7e851c9bdca3a5bb,99
245,3db66a856d18a9cba7c9241fc5221c50,99
246,9d4db00d65d7760644ac0c14edb5fd86,99
247,f27e33c6d29b5138fa9967bcd445b6d5,98
248,7b07b3c7487f0ea825fc6df75abd658b,98
249,70c27847eca8195c983ed7e798c56743,98
250,08633c14ef2db992c11f840f04fad4cd,97
251,8bb48dc19fccaa8613b6229bf7f452a2,96
252,0509040ea3fe50071181bbc359eb7738,96
253,2ff97219cb8622eaf3cd89b7d9c09824,96
254,1d8dbc4f32378d715c717c1c1fc57bae,96
255,b561927807645834b59ef0d16ba55a24,95
256,ff063b022a9a0aab91bad2c9088760b7,95
257,5d0363b33554b373851fc1622e4d5f3c,95
258,dee656f0f566ed1aa85bd137c943f08f,94
259,04308b1ee57b6625f47df1d56f00eedf,94
260,440dd6ab244315c632130ecfb63827b1,94
261,7e3f87d16fb353f408d467e74fbd8014,94
262,06e5eefc71ec47ae763c5c6f8db7064f,93
263,e8b3a3a38279a82f0e5d006d5e5b7d2c,93
264,7d456afc660226829370f3173d14520c,93
265,f3b80352b986ab4d1057a4b724be19d0,92
266,adbc26658d6c7b4b6219f9d934598091,92
267,aba1721a889e04decc910aa13b768ef4,92
268,527801b552d0077ffd170872eb49683b,91
269,f46490624488d3ff7ce78613913a7711,91
270,725c32fa80c2faacc4fc88450d27314e,91
271,48162d548f5b1b11b9d29d1e01f75a61,91
272,bd23da7354813347129d751591d1a6e2,90
273,bd0389da23d89b726abf911cccc54596,90
274,4e7c18b98d84e05cbae3ff0ff03846c2,90
275,0432ead42b6c8a0bdf68154add917fdf,90
276,0df3984f9dfb3d49ac6366acbd3bbb85,89
277,6b243f80ed07b10f0e8aa0f21a205f3c,89
278,30a2f535bb48308f991d0b9ad4a8c4bb,88
279,ebd2d60905fb58271facef5596b620d3,88
280,712e6ed8aa4aa1fa65dab41fed5737e4,87
281,670c26e0f1bf8d0576271d5cfaec6d2b,87
282,dfa0c4c6229ab200a4a1336b4d7128ff,86
283,f0b47fbbc6dee9aafe415a6e33051b3f,86
284,ba143b05f0110f0dc71ad71b4466ce92,85
285,a7f13822ceb966b076af67121f87b063,85
286,1336efc61c316ddf92c899eb817f7cae,85
287,82e0a475a88cc9595229d8029273f045,85
288,1bb2bdb95f4841f1bba2c0d2cd83d3c9,85
289,900ba814c251a692506d7834c1218441,85
290,d673a59aac7a70d8b01e6902bf090a11,85
291,f3da5b2ff499efb8d4a6d371d175d7dd,84
292,516e7738bd8f735ac19a010ee5450d8d,84
293,744dac408745240a2c2528fb1b6028f3,84
294,ce7d1888639e6fb06b2749cbfdac1ff7,84
295,972d0f9cf61b499a4812cf0bfa3ad3c4,84
296,e59aa562b9f8076dd550fcddf0e73491,84
297,eeb6de78f79159600292e314a77cbd18,84
298,bbad7e518d7af88a0897397ffdca1979,84
299,c8b0e2b0a7095e5d8219575d5e7e1181,84
300,2a261b5b644fa05f4f2700eb93544f2c,83
301,cac4c8e7b1ca6252d8f20b2fc1a2e4af,83
302,8f119a0aee85c0c8fc534629734e94fd,83
303,6860153b69cc696d5dcfe1cdaaafcf62,83
304,6fd52c528dcb38be2eea044946b811f8,82
305,8cbac7e12637ed9cffa18c7875207478,82
306,080199a181c46c657dc5aa235411be3b,82
307,54965bbe3e4f07ae045b90b0b8541f52,81
308,9de4643a8dbde634fe55621059d92273,81
309,b6d44737c043328708f6749c2dbe50bd,80
310,709e16e2b25c7474d980076c6bfc4806,80
311,d05ae8f7a5bd1d2a690a44cd079e4e27,80
312,9d5a9018aee56acb367ba9c3f05d1d6a,79
313,23613d49c3ac2bd302259e55c06c050c,79
314,f7720c4fa8e3aba4546301ab80ea1f1b,79
315,4a3ccda38b2129705f3fb522db62ca31,79
316,1f9ab4708f3056ede07124aad39a2554,78
317,9e6229250fedbe05838fef417b74e7fb,78
318,34056b8b55c1775a22af2331670a799c,78
319,9646c3513289980f17226a2fc4720dbd,78
320,0b35c634521043bf4b47e21547b99ab5,77
321,5f1dc28029d2c244352a68107ec2b542,77
322,d921b68bf747894be13a97ae52b0f386,77
323,a17f621c590ea0fab3d5d883e1630ec6,76
324,94144541854e298c2d976cb893b81343,76
325,7681ef142fd2c19048da7430856b5588,76
326,5058e8c1e82653974541e83690655b4a,76
327,fd386aa7bed2af3c7035c65506c9b4a3,76
328,6039e27294dc75811c0d8a39069f52c0,76
329,1eade46fba20122dc4aefb379f8c636b,75
330,966cb4760537b1404caedd472cc610a5,75
331,5f2684dab12e59f83bef73ae57724e45,74
332,e333046ce6517bd8bb510291d44f0130,74
333,520b493b57809f446cb0a233bb3e25c7,74
334,0c7533c71df861ec58ad7ff999ed0e8d,74
335,4e17c65a516f69d023a2ae78b84f28d6,74
336,4992e76a42cb3aad7a7047e0d3d7e729,74
337,066a6914e1ebf3ea95a216c73a986b91,73
338,fcb5ace8bcc92f75707dc0f01a27d269,73
339,116ccb1a1604bc88e4d234a8c23f33de,73
340,f7ccf836d21b2fb1de37564105216cc1,72
341,91f848e9f4be368f4318775aac733370,72
342,06579cb253ecd5a3a12a9e6eb6bf8f47,72
343,75d34ebb1bd0bd7dde40dd507b8169c3,72
344,b92e3c8f9738272ff7c59e111e108d7c,71
345,751bdc4d83a466c7206cd42e8f426b03,71
346,7a241947449cc45dbfda4f9d0798d9d0,71
347,81a1104df0f08b59c68aa5b03cfe398e,71
348,d566c37fa119d5e66c4e9052e83ee4ea,71
349,582d4f8675b945722eda7c0cb61ba4c7,71
350,76d64c4aca3a7baf218bf93ef7fa768d,70
351,b372ee768ed69e46ca8cdbd267aa7a38,70
352,99eaacc9e6046db1c82b163c5f84869f,70
353,cb8bcce248bb1fb274ba762d8b971456,69
354,aced59e9b31ef866a94f9e7f29d8d418,69
355,d50d79cb34e38265a8649c383dcffd48,69
356,d13e50eaa47b4cbe9eb81465865d8cfc,69
357,95f83f51203c626648c875dd41874c7f,68
358,643214e62b870443ccbe55ab29a4dccf,68
359,6d803cb79cc31c41c4c789a75933b3c7,68
360,951e8cef368f09bb3f3d03c00ca4702c,68
361,6fc26fe110feebd80a433e1f012a84f9,68
362,beadbee30901a7f61d031b6b686095ad,68
363,a420f60ff1aa9acc80d0e42959f2b313,67
364,50c9975695009e5e6473912e83a6d1da,67
365,1838dd9b8977065acf51d95e0053ea7a,67
366,4c18691b6037662be2df78a765d98ab5,67
367,ce248b21cb2adc36282ede306b7660e5,67
368,8e8a7ce9f2f970dc00e2acf6f6e199f6,66
369,e62b2d6ac10570a035a30bafcf01d263,66
370,99a54764c341d5dc80b4a8fac4eba3fb,66
371,01cf7e3d21494c41fb86034f2e714fa1,66
372,cce6ab8d1682639fe45ab70234f1665f,66
373,57e632711dec9ec14ca7546769483e7e,66
374,5b925e1d006e9476d738aa200751b73b,66
375,834f3294fba9f932f56edc879193f925,66
376,058fd0aa2bfdb2274e05e1ae971dabb6,65
377,8ae520247981aa06bc94abddf5f46d34,65
378,056b4ada5bbc2c50cc7842547dda6b51,65
379,05ff92fedb5be47920fea08e501238b9,64
380,715bbd5ba4e6b74cb0d2f29eb45058b0,64
381,870d0118f7a9d85960f29ad89d5d989a,64
382,3078096983cf766a32a06257648502d1,64
383,165fc07beebdcb6190fba8a06db2a449,64
384,05d2173d43ea568aa0540eba70d2ca76,64
385,e7d5b006eb624f13074497221eb37807,63
386,d57e18d5f73c7ccb7f7339b61166898d,63
387,cc63f0dd2acba93ffed4fe9f8e0321fa,63
388,96493fab2fbb13a14d0c0e8772eef5c3,63
389,05f51e13da97139648b8125c31e5f51b,63
390,fdb9095204a334cd8872252ffec6f2db,62
391,8a130737016f838139d31878787a39c9,62
392,318f287a62ab7ac10b703ac37435a231,62
393,d9bd94811c3338dceb4181f3dbc0c73e,61
394,e067ad2c1c0b48758eb1b5228bcf7a68,61
395,45d33f715e24d15a6ccf5c17b3a23e3c,61
396,17f51e7198701186712e53a39c564617,61
397,1b8356dabde1d35e17cef975c3f82730,61
398,729b2d09b2a0bdab221076327f13d050,61
399,c6bda72e4dbf5c5866b13cb1810c6d03,60
400,3bdff180c7e1f6551a643b99c265a120,60
401,e882b2a25a10b9c057cc49695f222c19,60
402,4da0e408c99d2fdc2126dc9fce518060,60
403,2a5b78b41cd05baeac8df54c6606b92c,60
404,903037660cf848a717166eb7a06d616e,60
405,fffd5413c0700ac820c7069d66d98c89,60
406,062ce95fa2ad4dfaedfc79260130565f,60
407,d650b663c3b5f6fb392b6326366efa9a,60
408,d9a84e1403de8da0c3aa531d6d108ba6,59
409,602044f2c16190c2c6e45eb35c2e21cb,59
410,fa1a9dec3a9940c072684a46728bf1fc,59
411,0bf0150d5b9d60d9cd2906003332f085,59
412,c864036feaab8c1659f65ea4faebe1da,58
413,f214d28e8d8e3ef068748498ccc2f813,58
414,dc317f341ab0e22f39acbd9dbf9b4a1f,58
415,138dbe45fc62f1e244378131a6801526,58
416,376a891762bbdecbc02b4b6adec3fdda,58
417,750303a20e9c56b2a6bc45cdce0b897d,57
418,b17b679f4f5ce2e03ce6968c62648246,57
419,432c37c9dfba871172ec162e20118b8c,57
420,994f04b3718c2bab35c2adfa8afecd2a,57
421,e24fc9fcd865784fb25705606fe3dfe7,56
422,09f952a5f58d2285b0372551ae8f9b01,56
423,002100f778ceb8431b7a1020ff7ab48f,56
424,6df688df543f90e9b38f4319e75a9d88,56
425,eed78ac17f7f795a19a709745f00cd4e,56
426,6c177e38df6d3f34182b1f1d427231bf,56
427,56642bcb79900e777d68e91915cb4267,56
428,83e197e95a1bbabc8c75e883ed016c47,55
429,cb3dd9ce66268c7a3ca7241ac70ab58c,55
430,a888faf2d1baececa6baf9c3d603ee1f,55
431,0ef83d7d83ed97cd2a0049ac8be5f88a,55
432,a5cba26a62b8b4d0145b68b841e62e7f,55
433,2dee2ce60de9709b1a24083217181a1f,55
434,624f4ece8da4aafb77699233d480f8ef,54
435,b1a81260566c1bac3114a6d124413f27,54
436,7202e2ba20579a9bd1acb29e61fe71f6,54
437,2a7dc43cecabf23403078e2188437d1d,54
438,0691148aee60ca47977c187804f935ae,54
439,2b3e4a2a3ea8e01938cabda2a3e5cc79,54
440,2a1348e9addc1af5aaa619b1a3679d6b,54
441,20d83f3ef0e6925fd74bfd59170babf7,54
442,f680f85bee2d253556ac91be391d2c82,54
443,efcd8d2104f1a05d028af7bad20d974b,54
444,23d7c96d4a1160db1c726b248601b25a,53
445,3bb548e3cb7f70f28e3f11ee9dce0e59,53
446,8b9d6eec4a7eb7d0f9d579ce0b38324d,53
447,3504c0cb71d7fa48d967e0e4c94d59d9,53
448,b18dc380845b24038cfc48006478f099,53
449,cd06602b43d8800bd0afad514919d35c,53
450,dc8798cbf453b7e0f98745e396cc5616,52
451,81f89e42267213cb94da7ddc301651da,52
452,6f892e20a171e98efe17fdb971ff319b,52
453,c9aafcd0621b2207c10e32c649cada4d,52
454,ea566164622c6b439516ab18062c42cd,52
455,0d85bbda9889ce1f7e63778d24f346eb,52
456,abcd2cb37d46c2c8fb1bf071c859fc5b,52
457,e0a366315b1b726b6c7832d664c0f530,51
458,a6fe7de3d16f6149ffe280349a8535a0,51
459,20cb7c2fde3e5bf10f0bbe7394e1c6a9,51
460,9b00ed88b7fdb95d6ff76e27c1b52d16,51
461,835f0f7810c76831d6c7d24c7a646d4d,50
462,7dc8c42cc750eeafea6c85712ffee9bf,50
463,834f8533b2ecb6598dd004ff3de7203a,50
464,048c2757535328e0d7dac690ad3c0aae,50
465,abe42c5d03695b4257b5c6cbf4e6784e,49
466,25cf099de44674fde97473224f9d59ab,49
467,f789d2c4f2c2eb38fc4373e7a4b35264,49
468,382229d1e840115ffe3dbf5ff460e417,49
469,ff1fb4c404b2efe68b03350a8dc24122,49
470,aae3bfea055532c57fb453ed3ec80b30,49
471,6b90f847357d8981edd79a1eb1bf0acb,48
472,db2956745b3a8e9f3785c99f34b5d25e,48
473,b39d7fe263ef469605dbb32608aee0af,48
474,4c498c7345e89aebad651544829beca0,48
475,d66c305afaec317ebee552073a674429,48
476,e8f6dc8e6a1dcde89d20e3995c8d90b3,48
477,1da366cade6d8276e7d8beea7af5d4bf,48
478,4c03b9dd4c11ee2cb35c96c49efc9420,47
479,c68fb906c8f4b4b946d8386bfa6e5467,47
480,33a17d60c64393351ebf1ef860f4e0f2,47
481,ede0c03645598cdfc63ca8237acbe73d,47
482,276677b5d08786d5dce7c2149dcce48b,47
483,113e3a788b935f48aad63e1c41dac1bd,47
484,23c38debaffe4a25a30fdbd9b586a13f,46
485,2709af9587499e95e803a6498a5a56e9,46
486,4e06067cc08b3f41d837768d392c3ee3,46
487,b8bc237ba3788b23da09c0f1f3a3288c,46
488,325f3178fb58e2a9778334621eecdbf9,46
489,406822777a0b9eb5c50e442dd4cd3ec5,46
490,a2e874074c877c5a05abae80ad6e488f,46
491,381c83fdca332ea6afd896da20bf6e4a,46
492,c66dccfb3f109511246da627dd5a2498,45
493,718539d38d07dd351c76db862760e2e2,45
494,8b2492b7ff4468839593fafeed55bad9,45
495,afe0067131b73e40875c9b6c10bd2e21,45
496,58f1a6197ed863543e0136bdedb3fce2,45
497,3d8fa2f5b647373c8620330c4e077a9f,45
498,dd533b429f380718b70ad9922c294bae,45
499,bccf933e006e9b94a6184af782963e77,45
500,5f3ae9136c875522250f8184f253413a,45
501,b32be1695eb7ec5f10f72d9610a12527,45
502,c013e57c075a06e5b5c48ee03c525719,45
503,2d50d6282f8aa2257819a77bfaa0efe0,45
504,acce39e832338debb07b02385cde5967,44
505,2089a6d640999f9b9141ac719b2af596,44
506,5a93f3ab0ef4c84ed5e1b5dbf23978bc,44
507,ad420dd0c4f92f8af951ac24b86d0cf5,44
508,ef990a83bbea832f36ebe81376335aa8,44
509,9add47bf45ce8e8c7db6b9cf670b1e09,44
510,4559697a8f7e637227c2eeaed843baff,44
511,1ce3ae5a399804d1a87e706f8a813c3e,44
512,e63e8bfa530fb16910dd6956e592bb81,44
513,ad781527c93d00d89a11eecd9dcad7c1,44
514,b410bdd36d5db7a65dcd42b7ead933b8,44
515,02f623a8eb246f3c5f7c2f96462654e6,43
516,bf3c6d2a28b2b5501e6c15448982dcc9,43
517,3586b8580d9c917874e053a1bb37b5ff,43
518,6b3bd31ad8fcda4b2635ec9f3ff2ecdf,43
519,3f995f07c49d0d55a99d5c54957f7d81,43
520,1d4587203296c8f4ad134dc286fa6db0,43
521,6481e96574816ead57975da2c0f6d80d,43
522,31344c16881c08a8a72c6d2eb29918c1,43
523,daeb5653dd96c1b11860f72209795012,43
524,7f7b8245c336066a1f9933c359f11d77,43
525,83deb69e889cf80f82be1dc6d5f2d486,42
526,3c03b12bab54d8b37d79d914bfdb1aa0,42
527,66dc1b1632bd6a3e508510c5b3492107,42
528,b56906f7fd1696e043f1bcce164c487b,42
529,0ed6ce5d87fd9c69eaacaeb778d67235,42
530,3340ef1913fb70d28420f6ceb685c339,42
531,75fbb52eda0cbc24f479d3b2fbfa8d3e,42
532,c847e075301870dd144a116762eaff9a,42
533,3361277dc30b7cccdb0c286b24219756,42
534,0cbcee27c791afa0cdcb08587a2013a8,41
